,Auto_Cat,IF_Cat,One_Cat,Random_F1,Random_Kappa
0,0.328899513,0.328899513,0.328899513,0.329545455,0.32889951290200625
1,0.270011315,0.328899513,0.328899513,0.329545455,0.3383279454446778
2,0.270011315,0.328899513,0.319363856,0.338983051,0.3383279454446778
3,0.410103014,0.299963469,0.309719135,0.329545455,0.32889951290200625
4,0.290094931,0.319363856,0.328899513,0.329545455,0.32889951290200625
5,0.290094931,0.328899513,0.328899513,0.329545455,0.32889951290200625
6,0.435451015,0.328899513,0.328899513,0.329545455,0.3193638560657528
7,0.290094931,0.328899513,0.328899513,0.329545455,0.3383279454446778
8,0.290094931,0.299963469,0.328899513,0.329545455,0.3383279454446778
9,0.418642781,0.626023412,0.328899513,0.329545455,0.3383279454446778
10,0.435451015,0.692343993,0.328899513,0.329545455,0.3383279454446778
11,0.427091633,0.692343993,0.328899513,0.329545455,0.3383279454446778
12,0.427091633,0.709339299,0.328899513,0.329545455,0.3383279454446778
13,0.401470858,0.709339299,0.328899513,0.329545455,0.3383279454446778
14,0.410103014,0.686579443,0.319363856,0.329545455,0.3193638560657528
15,0.427091633,0.650900887,0.328899513,0.329545455,0.32889951290200625
16,0.435451015,0.638575299,0.309719135,0.329545455,0.2900949313305763
17,0.435451015,0.638575299,0.309719135,0.329545455,0.32889951290200625
18,0.435451015,0.638575299,0.328899513,0.329545455,0.32889951290200625
19,0.435451015,0.626023412,0.328899513,0.338983051,0.32889951290200625
20,0.410103014,0.650900887,0.328899513,0.338983051,0.32889951290200625
21,0.410103014,0.593611777,0.328899513,0.338983051,0.32889951290200625
22,0.427091633,0.593611777,0.328899513,0.338983051,0.32889951290200625
23,0.401470858,0.593611777,0.328899513,0.338983051,0.3193638560657528
24,0.427091633,0.626023412,0.309719135,0.338983051,0.32889951290200625
25,0.410103014,0.593611777,0.299963469,0.338983051,0.32889951290200625
26,0.410103014,0.626023412,0.328899513,0.338983051,0.3193638560657528
27,0.401470858,0.593611777,0.328899513,0.338983051,0.2900949313305763
28,0.410103014,0.626023412,0.319363856,0.338983051,0.2494519642297922
29,0.422530811,0.580216739,0.328899513,0.338983051,0.2900949313305763
30,0.427091633,0.58694587,0.328899513,0.338983051,0.2900949313305763
31,0.410103014,0.580216739,0.328899513,0.338983051,0.32889951290200625
32,0.427091633,0.58694587,0.328899513,0.338983051,0.3193638560657528
33,0.401470858,0.580216739,0.319363856,0.338983051,0.30971913537281404
34,0.471034275,0.573423478,0.328899513,0.348314607,0.32889951290200625
35,0.435451015,0.580216739,0.328899513,0.348314607,0.2801115523060167
36,0.430826493,0.580216739,0.328899513,0.338983051,0.30971913537281404
37,0.422530811,0.58694587,0.319363856,0.329545455,0.2900949313305763
38,0.471034275,0.580216739,0.319363856,0.329545455,0.2494519642297922
39,0.471034275,0.58694587,0.328899513,0.329545455,0.2700113154960069
40,0.401470858,0.580216739,0.328899513,0.329545455,0.2900949313305763
41,0.401470858,0.580216739,0.319363856,0.32,0.29996346893813697
42,0.401470858,0.580216739,0.319363856,0.338983051,0.30971913537281404
43,0.401470858,0.580216739,0.319363856,0.338983051,0.2900949313305763
44,0.401470858,0.531264368,0.328899513,0.338983051,0.2900949313305763
45,0.443722341,0.580216739,0.319363856,0.338983051,0.2900949313305763
46,0.410103014,0.580216739,0.328899513,0.32,0.2389885739526123
47,0.401470858,0.580216739,0.319363856,0.338983051,0.2389885739526123
48,0.410103014,0.580216739,0.338327945,0.329545455,0.2597921570500732
49,0.401470858,0.606757448,0.319363856,0.329545455,0.2389885739526123
50,0.455200045,0.566565168,0.319363856,0.290697674,0.2700113154960069
51,0.401470858,0.552649625,0.328899513,0.329545455,0.2494519642297922
52,0.427091633,0.559640869,0.328899513,0.338983051,0.2700113154960069
53,0.41414728,0.552649625,0.328899513,0.329545455,0.2494519642297922
54,0.478830741,0.559640869,0.328899513,0.329545455,0.2597921570500732
55,0.447159779,0.552649625,0.328899513,0.338983051,0.2389885739526123
56,0.410103014,0.552649625,0.328899513,0.338983051,0.2389885739526123
57,0.410103014,0.552649625,0.328899513,0.329545455,0.2700113154960069
58,0.427091633,0.538462379,0.328899513,0.338983051,0.2700113154960069
59,0.410103014,0.552649625,0.328899513,0.338983051,0.2900949313305763
60,0.443722341,0.552649625,0.319363856,0.32,0.2900949313305763
61,0.427091633,0.509240312,0.319363856,0.310344828,0.2700113154960069
62,0.451906994,0.5166544,0.338327945,0.310344828,0.2700113154960069
63,0.443722341,0.455200045,0.328899513,0.329545455,0.2700113154960069
64,0.401470858,0.54559046,0.290094931,0.338983051,0.2700113154960069
65,0.418642781,0.455200045,0.319363856,0.329545455,0.2801115523060167
66,0.410103014,0.494188443,0.290094931,0.329545455,0.2494519642297922
67,0.401470858,0.559640869,0.328899513,0.32,0.2900949313305763
68,0.410103014,0.559640869,0.299963469,0.338983051,0.2900949313305763
69,0.418642781,0.559640869,0.290094931,0.329545455,0.2900949313305763
70,0.401470858,0.552649625,0.309719135,0.329545455,0.2900949313305763
71,0.410103014,0.566565168,0.290094931,0.329545455,0.2801115523060167
72,0.435451015,0.552649625,0.319363856,0.338983051,0.2900949313305763
73,0.435451015,0.559640869,0.309719135,0.329545455,0.2700113154960069
74,0.435451015,0.54559046,0.328899513,0.329545455,0.2900949313305763
75,0.418642781,0.54559046,0.328899513,0.329545455,0.2700113154960069
76,0.435451015,0.54559046,0.238988574,0.338983051,0.2900949313305763
77,0.435451015,0.54559046,0.299963469,0.329545455,0.2801115523060167
78,0.435451015,0.559640869,0.299963469,0.329545455,0.2700113154960069
79,0.418642781,0.559640869,0.238988574,0.338983051,0.2900949313305763
80,0.491576633,0.566565168,0.270011315,0.329545455,0.2389885739526123
81,0.435451015,0.54559046,0.238988574,0.338983051,0.2389885739526123
82,0.427091633,0.54559046,0.280111552,0.329545455,0.2597921570500732
83,0.443722341,0.54559046,0.280111552,0.329545455,0.2900949313305763
84,0.410103014,0.54559046,0.319363856,0.329545455,0.2597921570500732
85,0.475954329,0.566565168,0.290094931,0.348314607,0.2801115523060167
86,0.443722341,0.559640869,0.328899513,0.338983051,0.2900949313305763
87,0.468021674,0.559640869,0.328899513,0.338983051,0.2700113154960069
88,0.451906994,0.478830741,0.290094931,0.338983051,0.2900949313305763
89,0.451906994,0.494188443,0.328899513,0.300578035,0.2700113154960069
90,0.418642781,0.478830741,0.328899513,0.290697674,0.2597921570500732
91,0.443722341,0.523995393,0.259792157,0.290697674,0.2900949313305763
92,0.443722341,0.54559046,0.290094931,0.290697674,0.2801115523060167
93,0.435451015,0.471034275,0.259792157,0.290697674,0.2900949313305763
94,0.401470858,0.501752033,0.299963469,0.310344828,0.2700113154960069
95,0.514420906,0.439035701,0.280111552,0.290697674,0.2900949313305763
96,0.54559046,0.538462379,0.319363856,0.280701754,0.2900949313305763
97,0.54559046,0.538462379,0.280111552,0.280701754,0.2801115523060167
98,0.410103014,0.5166544,0.319363856,0.290697674,0.29996346893813697
99,0.418642781,0.447159779,0.280111552,0.290697674,0.2597921570500732
100,0.418642781,0.538462379,0.270011315,0.32,0.2900949313305763
101,0.451906994,0.463157789,0.309719135,0.290697674,0.2900949313305763
102,0.506883118,0.439035701,0.328899513,0.290697674,0.2900949313305763
103,0.443722341,0.455200045,0.328899513,0.25,0.2900949313305763
104,0.463157789,0.538462379,0.299963469,0.290697674,0.2900949313305763
105,0.486548401,0.552649625,0.280111552,0.290697674,0.29996346893813697
106,0.443722341,0.559640869,0.290094931,0.310344828,0.2900949313305763
107,0.451906994,0.54559046,0.299963469,0.290697674,0.2900949313305763
108,0.427091633,0.538462379,0.249451964,0.290697674,0.2900949313305763
109,0.486548401,0.54559046,0.280111552,0.290697674,0.2900949313305763
110,0.486548401,0.559640869,0.299963469,0.270588235,0.29996346893813697
111,0.460006329,0.447159779,0.270011315,0.32,0.2900949313305763
112,0.486548401,0.501752033,0.299963469,0.290697674,0.2900949313305763
113,0.5166544,0.54559046,0.328899513,0.290697674,0.2900949313305763
114,0.580216739,0.447159779,0.259792157,0.290697674,0.2801115523060167
115,0.54559046,0.439035701,0.280111552,0.32,0.2900949313305763
116,0.5166544,0.439035701,0.319363856,0.270588235,0.29996346893813697
117,0.494188443,0.439035701,0.319363856,0.290697674,0.2900949313305763
118,0.552649625,0.531264368,0.319363856,0.300578035,0.2900949313305763
119,0.475954329,0.531264368,0.259792157,0.290697674,0.2900949313305763
120,0.5166544,0.447159779,0.270011315,0.290697674,0.32889951290200625
121,0.552649625,0.439035701,0.238988574,0.290697674,0.3383279454446778
122,0.501752033,0.439035701,0.259792157,0.290697674,0.3383279454446778
123,0.54559046,0.509240312,0.280111552,0.329545455,0.3383279454446778
124,0.509240312,0.439035701,0.238988574,0.32,0.32889951290200625
125,0.494188443,0.559640869,0.259792157,0.300578035,0.32889951290200625
126,0.509240312,0.447159779,0.238988574,0.290697674,0.3383279454446778
127,0.54559046,0.447159779,0.280111552,0.290697674,0.3383279454446778
128,0.494188443,0.439035701,0.259792157,0.329545455,0.3383279454446778
129,0.460006329,0.447159779,0.280111552,0.290697674,0.2900949313305763
130,0.523995393,0.463157789,0.280111552,0.290697674,0.2801115523060167
131,0.5166544,0.439035701,0.280111552,0.300578035,0.2900949313305763
132,0.538462379,0.439035701,0.249451964,0.290697674,0.2900949313305763
133,0.501752033,0.455200045,0.319363856,0.290697674,0.29996346893813697
134,0.486548401,0.463157789,0.280111552,0.290697674,0.3383279454446778
135,0.486548401,0.52864243,0.290094931,0.300578035,0.32889951290200625
136,0.486548401,0.52864243,0.270011315,0.290697674,0.32889951290200625
137,0.494188443,0.535818212,0.290094931,0.300578035,0.32889951290200625
138,0.486548401,0.535818212,0.249451964,0.300578035,0.30971913537281404
139,0.523995393,0.535818212,0.309719135,0.290697674,0.32889951290200625
140,0.486548401,0.535818212,0.328899513,0.290697674,0.32889951290200625
141,0.486548401,0.52864243,0.328899513,0.300578035,0.3383279454446778
142,0.523995393,0.52864243,0.328899513,0.290697674,0.3383279454446778
143,0.501752033,0.535818212,0.309719135,0.290697674,0.32889951290200625
144,0.494188443,0.52864243,0.238988574,0.300578035,0.32889951290200625
145,0.509240312,0.52864243,0.309719135,0.290697674,0.2900949313305763
146,0.523995393,0.460763096,0.328899513,0.300578035,0.2900949313305763
147,0.538462379,0.460763096,0.238988574,0.290697674,0.2900949313305763
148,0.523995393,0.52864243,0.249451964,0.290697674,0.2801115523060167
149,0.486548401,0.484072212,0.319363856,0.300578035,0.2900949313305763
150,0.538462379,0.514078631,0.319363856,0.300578035,0.2900949313305763
151,0.538462379,0.52864243,0.249451964,0.290697674,0.2700113154960069
152,0.531264368,0.484072212,0.299963469,0.290697674,0.2597921570500732
153,0.538462379,0.514078631,0.299963469,0.290697674,0.2801115523060167
154,0.531264368,0.436728832,0.299963469,0.290697674,0.2801115523060167
155,0.5166544,0.4528339,0.238988574,0.300578035,0.2801115523060167
156,0.538462379,0.549962647,0.249451964,0.300578035,0.2801115523060167
157,0.538462379,0.52864243,0.238988574,0.300578035,0.2801115523060167
158,0.538462379,0.535818212,0.309719135,0.290697674,0.2900949313305763
159,0.5166544,0.535818212,0.309719135,0.300578035,0.2801115523060167
160,0.486548401,0.535818212,0.238988574,0.290697674,0.2900949313305763
161,0.494188443,0.535818212,0.259792157,0.290697674,0.2801115523060167
162,0.494188443,0.52864243,0.259792157,0.290697674,0.2801115523060167
163,0.494188443,0.514078631,0.280111552,0.290697674,0.2801115523060167
164,0.486548401,0.444822903,0.290094931,0.290697674,0.2900949313305763
165,0.509240312,0.444822903,0.280111552,0.300578035,0.2900949313305763
166,0.494188443,0.4528339,0.319363856,0.300578035,0.2900949313305763
167,0.475954329,0.444822903,0.280111552,0.290697674,0.2900949313305763
168,0.54559046,0.428550387,0.280111552,0.290697674,0.2900949313305763
169,0.538462379,0.444822903,0.280111552,0.290697674,0.2900949313305763
170,0.486548401,0.428550387,0.270011315,0.290697674,0.2900949313305763
171,0.573423478,0.428550387,0.309719135,0.290697674,0.2900949313305763
172,0.538462379,0.436728832,0.270011315,0.290697674,0.2900949313305763
173,0.509240312,0.484072212,0.270011315,0.290697674,0.2801115523060167
174,0.600215347,0.428550387,0.249451964,0.290697674,0.2801115523060167
175,0.593611777,0.444822903,0.238988574,0.300578035,0.2900949313305763
176,0.552649625,0.436728832,0.259792157,0.290697674,0.2801115523060167
177,0.566565168,0.436728832,0.238988574,0.290697674,0.2900949313305763
178,0.486548401,0.439035701,0.238988574,0.290697674,0.2900949313305763
179,0.538462379,0.447159779,0.309719135,0.290697674,0.2900949313305763
180,0.478830741,0.439035701,0.270011315,0.290697674,0.2900949313305763
181,0.427091633,0.439035701,0.249451964,0.300578035,0.2900949313305763
182,0.478830741,0.447159779,0.238988574,0.290697674,0.2900949313305763
183,0.401470858,0.538462379,0.328899513,0.290697674,0.2900949313305763
184,0.418642781,0.422530811,0.259792157,0.300578035,0.2900949313305763
185,0.410103014,0.439035701,0.238988574,0.300578035,0.2900949313305763
186,0.478830741,0.430826493,0.238988574,0.300578035,0.2900949313305763
187,0.418642781,0.439035701,0.328899513,0.290697674,0.2801115523060167
188,0.410103014,0.439035701,0.328899513,0.280701754,0.2900949313305763
189,0.401470858,0.430826493,0.328899513,0.290697674,0.2900949313305763
190,0.455200045,0.422530811,0.328899513,0.26035503,0.2900949313305763
191,0.486548401,0.430826493,0.328899513,0.239520958,0.2900949313305763
192,0.401470858,0.430826493,0.319363856,0.329545455,0.29996346893813697
193,0.478830741,0.430826493,0.309719135,0.310344828,0.2900949313305763
194,0.443722341,0.439035701,0.309719135,0.290697674,0.2900949313305763
195,0.478830741,0.447159779,0.328899513,0.280701754,0.2900949313305763
196,0.486548401,0.439035701,0.249451964,0.32,0.2900949313305763
197,0.460006329,0.494188443,0.299963469,0.270588235,0.29996346893813697
198,0.486548401,0.439035701,0.290094931,0.270588235,0.29996346893813697
199,0.52927132,0.422530811,0.328899513,0.270588235,0.2900949313305763
200,0.538462379,0.439035701,0.270011315,0.290697674,0.29996346893813697
201,0.606757448,0.430826493,0.259792157,0.329545455,0.2900949313305763
202,0.486548401,0.422530811,0.338327945,0.329545455,0.29996346893813697
203,0.486548401,0.422530811,0.338327945,0.280701754,0.2900949313305763
204,0.54559046,0.439035701,0.319363856,0.329545455,0.29996346893813697
205,0.435451015,0.422530811,0.259792157,0.25,0.2900949313305763
206,0.566565168,0.430826493,0.328899513,0.280701754,0.29996346893813697
207,0.5166544,0.422530811,0.290094931,0.290697674,0.29996346893813697
208,0.5166544,0.422530811,0.338327945,0.32,0.2900949313305763
209,0.531264368,0.430826493,0.338327945,0.290697674,0.2900949313305763
210,0.573423478,0.422530811,0.338327945,0.270588235,0.2900949313305763
211,0.531264368,0.422530811,0.328899513,0.280701754,0.2900949313305763
212,0.538462379,0.422530811,0.338327945,0.310344828,0.2900949313305763
213,0.538462379,0.439035701,0.338327945,0.32,0.2900949313305763
214,0.451906994,0.422530811,0.347650952,0.290697674,0.29996346893813697
215,0.531264368,0.430826493,0.347650952,0.310344828,0.2900949313305763
216,0.531264368,0.439035701,0.338327945,0.32,0.29996346893813697
217,0.538462379,0.430826493,0.338327945,0.290697674,0.29996346893813697
218,0.559640869,0.439035701,0.338327945,0.300578035,0.2900949313305763
219,0.54559046,0.430826493,0.338327945,0.329545455,0.2900949313305763
220,0.501752033,0.422530811,0.347650952,0.310344828,0.2801115523060167
221,0.523995393,0.422530811,0.338327945,0.290697674,0.29996346893813697
222,0.523995393,0.422530811,0.338327945,0.290697674,0.2900949313305763
223,0.523995393,0.422530811,0.365987683,0.290697674,0.2900949313305763
224,0.475954329,0.422530811,0.338327945,0.300578035,0.2801115523060167
225,0.523995393,0.439035701,0.328899513,0.290697674,0.2801115523060167
226,0.486548401,0.422530811,0.328899513,0.290697674,0.2801115523060167
227,0.5166544,0.422530811,0.347650952,0.290697674,0.2900949313305763
228,0.499268751,0.430826493,0.338327945,0.280701754,0.2900949313305763
229,0.435451015,0.430826493,0.309719135,0.280701754,0.2900949313305763
230,0.514420906,0.422530811,0.328899513,0.290697674,0.2900949313305763
231,0.566565168,0.422530811,0.319363856,0.32,0.3193638560657528
232,0.443722341,0.422530811,0.338327945,0.290697674,0.2700113154960069
233,0.538462379,0.430826493,0.338327945,0.310344828,0.2700113154960069
234,0.447159779,0.422530811,0.347650952,0.300578035,0.2900949313305763
235,0.5166544,0.447159779,0.338327945,0.300578035,0.2597921570500732
236,0.499268751,0.430826493,0.328899513,0.329545455,0.2900949313305763
237,0.538462379,0.447159779,0.328899513,0.239520958,0.2900949313305763
238,0.509240312,0.447159779,0.328899513,0.239520958,0.2900949313305763
239,0.499268751,0.422530811,0.328899513,0.239520958,0.2801115523060167
240,0.538462379,0.430826493,0.338327945,0.239520958,0.2801115523060167
241,0.538462379,0.439035701,0.338327945,0.239520958,0.2801115523060167
242,0.538462379,0.422530811,0.338327945,0.300578035,0.2900949313305763
243,0.499268751,0.422530811,0.328899513,0.329545455,0.2900949313305763
244,0.538462379,0.422530811,0.299963469,0.32,0.2900949313305763
245,0.443722341,0.501752033,0.338327945,0.280701754,0.2900949313305763
246,0.573423478,0.430826493,0.299963469,0.310344828,0.2900949313305763
247,0.573423478,0.430826493,0.338327945,0.280701754,0.2801115523060167
248,0.538462379,0.422530811,0.290094931,0.290697674,0.2700113154960069
249,0.509240312,0.430826493,0.319363856,0.280701754,0.2900949313305763
250,0.523995393,0.430826493,0.338327945,0.32,0.32889951290200625
251,0.538462379,0.439035701,0.338327945,0.280701754,0.32889951290200625
252,0.435451015,0.422530811,0.328899513,0.290697674,0.3383279454446778
253,0.573423478,0.430826493,0.290094931,0.290697674,0.32889951290200625
254,0.606757448,0.439035701,0.328899513,0.290697674,0.32889951290200625
255,0.613238937,0.439035701,0.319363856,0.280701754,0.3383279454446778
256,0.61966065,0.430826493,0.338327945,0.280701754,0.30971913537281404
257,0.486548401,0.430826493,0.338327945,0.290697674,0.32889951290200625
258,0.61966065,0.422530811,0.328899513,0.290697674,0.2801115523060167
259,0.531264368,0.531264368,0.338327945,0.290697674,0.2900949313305763
260,0.606757448,0.422530811,0.328899513,0.300578035,0.2900949313305763
261,0.538462379,0.422530811,0.309719135,0.290697674,0.2900949313305763
262,0.606757448,0.422530811,0.299963469,0.32,0.2900949313305763
263,0.435451015,0.523995393,0.338327945,0.329545455,0.2900949313305763
264,0.538462379,0.422530811,0.338327945,0.280701754,0.2900949313305763
265,0.538462379,0.422530811,0.309719135,0.32,0.2900949313305763
266,0.531264368,0.422530811,0.328899513,0.32,0.2900949313305763
267,0.494188443,0.422530811,0.309719135,0.290697674,0.2900949313305763
268,0.501752033,0.447159779,0.309719135,0.280701754,0.2900949313305763
269,0.580216739,0.455200045,0.338327945,0.300578035,0.2900949313305763
270,0.531264368,0.447159779,0.338327945,0.290697674,0.2900949313305763
271,0.559640869,0.430826493,0.299963469,0.290697674,0.2900949313305763
272,0.538462379,0.439035701,0.319363856,0.32,0.2900949313305763
273,0.5166544,0.422715064,0.290094931,0.290697674,0.2900949313305763
274,0.443722341,0.414467529,0.290094931,0.310344828,0.2900949313305763
275,0.523995393,0.426224519,0.299963469,0.280701754,0.2900949313305763
276,0.509240312,0.416499511,0.249451964,0.300578035,0.2700113154960069
277,0.593611777,0.42004765,0.280111552,0.32,0.2900949313305763
278,0.552649625,0.418027751,0.280111552,0.300578035,0.2900949313305763
279,0.61966065,0.398889432,0.280111552,0.310344828,0.2900949313305763
280,0.552649625,0.420622986,0.280111552,0.310344828,0.2900949313305763
281,0.538462379,0.430442936,0.238988574,0.310344828,0.2900949313305763
282,0.523995393,0.424145752,0.249451964,0.329545455,0.2700113154960069
283,0.573423478,0.410136173,0.249451964,0.32,0.2900949313305763
284,0.566565168,0.410136173,0.238988574,0.329545455,0.2900949313305763
285,0.538462379,0.391410337,0.290094931,0.329545455,0.2700113154960069
286,0.531264368,0.424145752,0.270011315,0.329545455,0.2700113154960069
287,0.593611777,0.426961402,0.328899513,0.290697674,0.2900949313305763
288,0.468021674,0.43474453,0.328899513,0.329545455,0.2900949313305763
289,0.61966065,0.430442936,0.290094931,0.329545455,0.2801115523060167
290,0.531264368,0.43474453,0.299963469,0.300578035,0.2900949313305763
291,0.552649625,0.42004765,0.328899513,0.32,0.2900949313305763
292,0.538462379,0.428323482,0.280111552,0.329545455,0.2900949313305763
293,0.538462379,0.422086891,0.280111552,0.329545455,0.2900949313305763
294,0.538462379,0.648809928,0.280111552,0.32,0.2900949313305763
295,0.566565168,0.677098194,0.280111552,0.329545455,0.2900949313305763
296,0.538462379,0.671535284,0.299963469,0.329545455,0.29996346893813697
297,0.54559046,0.665925599,0.280111552,0.290697674,0.2700113154960069
298,0.552649625,0.665925599,0.290094931,0.329545455,0.2801115523060167
299,0.538462379,0.688086014,0.309719135,0.329545455,0.2597921570500732
300,0.613238937,0.704231194,0.280111552,0.329545455,0.2900949313305763
301,0.613238937,0.682614913,0.238988574,0.329545455,0.2597921570500732
302,0.626023412,0.688086014,0.280111552,0.329545455,0.40147085755626966
303,0.600215347,0.682614913,0.290094931,0.329545455,0.4354510154829859
304,0.566565168,0.665925599,0.299963469,0.329545455,0.4838055662846781
305,0.538462379,0.643007122,0.280111552,0.329545455,0.4600063291046942
306,0.552649625,0.671535284,0.309719135,0.329545455,0.44372234085352646
307,0.538462379,0.657646153,0.290094931,0.329545455,0.4186427810993769
308,0.552649625,0.665910435,0.309719135,0.329545455,0.40147085755626966
309,0.309719135,0.671535284,0.309719135,0.338983051,0.40147085755626966
310,0.319363856,0.677098194,0.328899513,0.329545455,0.4354510154829859
311,0.299963469,0.668661686,0.328899513,0.32,0.4354510154829859
312,0.328899513,0.704231194,0.328899513,0.329545455,0.40147085755626966
313,0.338327945,0.671535284,0.309719135,0.270588235,0.42709163346613543
314,0.347650952,0.677098194,0.328899513,0.310344828,0.40147085755626966
315,0.299963469,0.671535284,0.338327945,0.239520958,0.4186427810993769
316,0.299963469,0.671535284,0.290094931,0.26035503,0.44372234085352646
317,0.328899513,0.682614913,0.338327945,0.25,0.4186427810993769
318,0.338327945,0.665925599,0.259792157,0.239520958,0.44372234085352646
319,0.338327945,0.693512059,0.249451964,0.239520958,0.47595432902900836
320,0.338327945,0.665925599,0.280111552,0.239520958,0.4354510154829859
321,0.319363856,0.657468019,0.328899513,0.239520958,0.4354510154829859
322,0.328899513,0.648809928,0.309719135,0.239520958,0.4354510154829859
323,0.347650952,0.654563529,0.328899513,0.239520958,0.44372234085352646
324,0.328899513,0.671535284,0.309719135,0.239520958,0.4600063291046942
325,0.347650952,0.660268548,0.319363856,0.239520958,0.5017520330723366
326,0.347650952,0.634404884,0.309719135,0.239520958,0.46802167431941333
327,0.347650952,0.671535284,0.319363856,0.239520958,0.4838055662846781
328,0.347650952,0.660268548,0.299963469,0.239520958,0.4600063291046942
329,0.347650952,0.671535284,0.290094931,0.239520958,0.46802167431941333
330,0.347650952,0.640853717,0.309719135,0.239520958,0.44372234085352646
331,0.347650952,0.665925599,0.290094931,0.239520958,0.46802167431941333
