,Random_Knn_F1,Random_Lightgbm_F1,Random_GradientBoosting_F1,Random_Catboost_F1,Uncertainty_Knn_F1,Uncertainty_Lightgbm_F1,Uncertainty_GradientBoosting_F1,Uncertainty_Catboost_F1,Random_Knn_kappa,Random_Lightgbm_kappa,Random_GradientBoosting_kappa,Random_Catboost_kappa,Uncertainty_Knn_kappa,Uncertainty_Lightgbm_kappa,Uncertainty_GradientBoosting_kappa,Uncertainty_Catboost_kappa
0,0.798809765,0.881437978,0.734355346,0.96121738,0.798809765,0.881437978,0.734355346,0.96121738,0.722368552,0.840016404,0.657391307,0.945829124,0.722368552,0.840016404,0.657391307,0.945829124
1,0.798809765,0.881437978,0.72760324,0.952453129,0.798809765,0.864739069,0.734355346,0.966425839,0.722368552,0.840016404,0.649557368,0.933658661,0.722368552,0.816724633,0.657391307,0.952998132
2,0.799147468,0.881437978,0.72760324,0.957026483,0.798809765,0.876363506,0.734355346,0.969550973,0.722895097,0.840016404,0.649557368,0.940063261,0.722368552,0.833522596,0.657391307,0.957055735
3,0.799147468,0.881437978,0.72760324,0.952910959,0.798809765,0.876363506,0.731263299,0.966103879,0.722895097,0.840016404,0.649557368,0.934280023,0.722368552,0.833522596,0.653799001,0.952257076
4,0.799972956,0.881437978,0.72760324,0.97580122,0.798809765,0.876010686,0.726096738,0.976143335,0.72394557,0.840016404,0.649557368,0.966011862,0.722368552,0.832745792,0.650340315,0.96650106
5,0.799972956,0.881437978,0.6957508,0.962475141,0.798809765,0.881155707,0.76070668,0.969434263,0.72394557,0.840016404,0.613121279,0.947406571,0.722368552,0.839612759,0.691843363,0.956752299
6,0.799972956,0.881437978,0.731363278,0.958010146,0.798809765,0.881437978,0.765112806,0.974110445,0.72394557,0.840016404,0.653915027,0.941244256,0.722368552,0.840016404,0.697048849,0.96337401
7,0.813252206,0.881437978,0.731363278,0.961664054,0.798809765,0.881437978,0.762179888,0.972056273,0.74103866,0.840016404,0.653915027,0.946306,0.722368552,0.840016404,0.692288496,0.960589124
8,0.813252206,0.881437978,0.731363278,0.960138422,0.798809765,0.881437978,0.762168703,0.972039421,0.74103866,0.840016404,0.653915027,0.944163788,0.722368552,0.840016404,0.692257231,0.960556361
9,0.813252206,0.881437978,0.745669354,0.962733527,0.798809765,0.878716912,0.775387733,0.979233432,0.74103866,0.840016404,0.674330017,0.947770151,0.722368552,0.836120522,0.709134945,0.970684059
10,0.813252206,0.870221871,0.740086361,0.972751604,0.798809765,0.881155707,0.77407523,0.979925318,0.74103866,0.82567616,0.666001865,0.961633393,0.722368552,0.839612759,0.707615885,0.971612007
11,0.813252206,0.870221871,0.744284572,0.978285492,0.798809765,0.881437978,0.765301355,0.983626287,0.74103866,0.82567616,0.672766482,0.969470806,0.722368552,0.840016404,0.695952191,0.976771491
12,0.813252206,0.870221871,0.73170924,0.975527862,0.798809765,0.878716912,0.775387733,0.985823268,0.74103866,0.82567616,0.65443728,0.965559685,0.722368552,0.836120522,0.709134945,0.979918657
13,0.813252206,0.870221871,0.745669354,0.975163738,0.798809765,0.881155707,0.775387733,0.98694018,0.74103866,0.82567616,0.674330017,0.965109837,0.722368552,0.839612759,0.709134945,0.981516904
14,0.813252206,0.870221871,0.745669354,0.974037368,0.798809765,0.881437978,0.77407523,0.98347553,0.74103866,0.82567616,0.674330017,0.96356084,0.722368552,0.840016404,0.707615885,0.976571789
15,0.813252206,0.870221871,0.745669354,0.958813839,0.798809765,0.881437978,0.77407523,0.986577608,0.74103866,0.82567616,0.674330017,0.942050918,0.722368552,0.840016404,0.707615885,0.980992203
16,0.818859386,0.870221871,0.744485294,0.95680177,0.798769148,0.881437978,0.77407523,0.992861487,0.748305464,0.82567616,0.672998677,0.939397647,0.722316544,0.840016404,0.707615885,0.989917924
17,0.818859386,0.870221871,0.734701903,0.957324406,0.798769148,0.881437978,0.77407523,0.992862401,0.748305464,0.82567616,0.657913777,0.94011036,0.722316544,0.840016404,0.707615885,0.989918676
18,0.818898686,0.870221871,0.745669354,0.950841048,0.798769148,0.881437978,0.77407523,0.992770776,0.748356499,0.82567616,0.674330017,0.931097824,0.722316544,0.840016404,0.707615885,0.989786674
19,0.818898686,0.870221871,0.745669354,0.951444296,0.798769148,0.880654339,0.768351547,0.992738091,0.748356499,0.82567616,0.674330017,0.931914375,0.722316544,0.838895523,0.698750677,0.989740908
20,0.818898686,0.870221871,0.760435572,0.951357687,0.798769148,0.881187062,0.775387733,0.992677389,0.748356499,0.82567616,0.691562652,0.93178638,0.722316544,0.839657601,0.709134945,0.989653221
21,0.818898686,0.852526838,0.750953085,0.947192448,0.798769148,0.881155707,0.775387733,0.992676921,0.748356499,0.801180633,0.677235729,0.926156309,0.722316544,0.839612759,0.709134945,0.989652835
22,0.818898686,0.881437978,0.750953085,0.948142339,0.798769148,0.881218419,0.775387733,0.992644707,0.748356499,0.840016404,0.677235729,0.927388271,0.722316544,0.839702445,0.709134945,0.989607457
23,0.818898686,0.881437978,0.76158575,0.959568733,0.798769148,0.881061657,0.77407523,0.991535439,0.748356499,0.840016404,0.692873341,0.943239814,0.722316544,0.839478242,0.707615885,0.98803424
24,0.818977277,0.86726102,0.819670899,0.953525799,0.798769148,0.881249778,0.768588976,0.992704467,0.748458563,0.820405075,0.76250915,0.935066692,0.722316544,0.839747291,0.69910252,0.989694368
25,0.817980206,0.864868676,0.819670899,0.955703031,0.798769148,0.881155707,0.775387733,0.991694352,0.746521984,0.81688602,0.76250915,0.937986824,0.722316544,0.839612759,0.709134945,0.988259352
26,0.817980206,0.864960158,0.819670899,0.947340861,0.798769148,0.88150073,0.775387733,0.992994914,0.746521984,0.817018515,0.76250915,0.926314893,0.722316544,0.840106123,0.709134945,0.9901032
27,0.817980206,0.864960158,0.818912668,0.94888838,0.798769148,0.881155707,0.774362175,0.990934048,0.746521984,0.817018515,0.758994662,0.92849416,0.722316544,0.839612759,0.707955394,0.987180856
28,0.817980206,0.864960158,0.809869054,0.950094592,0.798769148,0.881155707,0.774362175,0.992994914,0.746521984,0.817018515,0.747829003,0.930068883,0.722316544,0.839612759,0.707955394,0.9901032
29,0.81499917,0.86407801,0.809869054,0.952018229,0.798769148,0.88156349,0.768588976,0.993249512,0.74264665,0.815403658,0.747829003,0.932707156,0.722316544,0.840195848,0.69910252,0.99046366
30,0.81499917,0.86407801,0.812636085,0.944793345,0.798769148,0.88156349,0.768588976,0.993415164,0.74264665,0.815403658,0.751237143,0.922902281,0.722316544,0.840195848,0.69910252,0.990694326
31,0.81499917,0.86407801,0.840112202,0.945187034,0.798769148,0.88156349,0.775387733,0.993086673,0.74264665,0.815403658,0.787727777,0.92341372,0.722316544,0.840195848,0.709134945,0.990235312
32,0.81499917,0.86407801,0.840112202,0.942829997,0.798769148,0.88156349,0.775387733,0.993604911,0.74264665,0.815403658,0.787727777,0.92003833,0.722316544,0.840195848,0.709134945,0.99096368
33,0.818346092,0.86407801,0.840112202,0.946448445,0.798769148,0.88156349,0.774362175,0.993639124,0.746230201,0.815403658,0.787727777,0.925071331,0.722316544,0.840195848,0.707955394,0.991010706
34,0.818346092,0.881437978,0.840112202,0.948464375,0.798769148,0.88156349,0.824353726,0.99344692,0.746230201,0.840016404,0.787727777,0.927803383,0.722316544,0.840195848,0.766716865,0.990739327
35,0.818346092,0.881437978,0.840112202,0.94338508,0.798769148,0.88156349,0.867368269,0.993575606,0.746230201,0.840016404,0.787727777,0.920873989,0.722316544,0.840195848,0.822023157,0.9909207
36,0.818184804,0.881437978,0.840112202,0.943261716,0.798769148,0.88156349,0.867738215,0.99370426,0.745983684,0.840016404,0.787727777,0.920580674,0.722316544,0.840195848,0.822513875,0.991102046
37,0.818184804,0.881437978,0.830043941,0.950620509,0.798769148,0.88156349,0.858452394,0.993834851,0.745983684,0.840016404,0.77526879,0.930842028,0.722316544,0.840195848,0.809508192,0.991284989
38,0.820900449,0.881437978,0.819168107,0.946028213,0.798769148,0.88156349,0.859591251,0.993866599,0.750290734,0.840016404,0.759533922,0.924480215,0.722316544,0.840195848,0.811152225,0.991329983
39,0.820900449,0.881437978,0.840112202,0.950554468,0.798769148,0.88156349,0.875675289,0.994028039,0.750290734,0.840016404,0.787727777,0.93071139,0.722316544,0.840195848,0.832622511,0.991557181
40,0.820900449,0.881437978,0.840112202,0.945747561,0.798769148,0.881532109,0.869955479,0.993652515,0.750290734,0.840016404,0.787727777,0.923982734,0.722316544,0.840150984,0.82519807,0.991021753
41,0.820900449,0.865941141,0.840112202,0.948231375,0.798769148,0.88156349,0.870392988,0.993845467,0.750290734,0.817743385,0.787727777,0.927498946,0.722316544,0.840195848,0.825825157,0.991293751
42,0.820900449,0.865240791,0.840112202,0.96624064,0.798769148,0.88156349,0.870392988,0.994290453,0.750290734,0.816687204,0.787727777,0.952483093,0.722316544,0.840195848,0.825825157,0.99192409
43,0.828750287,0.865240791,0.836671974,0.966884855,0.798769148,0.881483855,0.870424255,0.994322531,0.760518876,0.816687204,0.783475739,0.953371563,0.722316544,0.840093443,0.825869962,0.991969356
44,0.828750287,0.864727044,0.836671974,0.966,0.798769148,0.881483855,0.870546788,0.993693464,0.760518876,0.815940422,0.783475739,0.952134034,0.722316544,0.840093443,0.826090316,0.991074349
45,0.824238496,0.864188058,0.836671974,0.967973602,0.798769148,0.88156349,0.870518071,0.993598114,0.753028417,0.81509112,0.783475739,0.954966229,0.722316544,0.840195848,0.826004389,0.99093928
46,0.825770452,0.864312138,0.825852128,0.944947826,0.798769148,0.88156349,0.870546788,0.99359893,0.754111134,0.815310882,0.767614832,0.92294932,0.722316544,0.840195848,0.826090316,0.990939955
47,0.825770452,0.864312138,0.843863047,0.946197266,0.798769148,0.88156349,0.875456041,0.993630573,0.754111134,0.815310882,0.791768479,0.924616998,0.722316544,0.840195848,0.832308682,0.990984862
48,0.825770452,0.864312138,0.847175348,0.944274062,0.798769148,0.88156349,0.875800623,0.993884961,0.754111134,0.815310882,0.796544955,0.921921324,0.722316544,0.840195848,0.832801881,0.991345145
49,0.825770452,0.881437978,0.837618854,0.950867616,0.798769148,0.882359219,0.880447564,0.993757167,0.754111134,0.840016404,0.784651641,0.931042495,0.722316544,0.841219451,0.83876144,0.991164507
50,0.825770452,0.881437978,0.837618854,0.942913129,0.798769148,0.882438729,0.880421622,0.994516705,0.754111134,0.840016404,0.784651641,0.92004753,0.722316544,0.841321766,0.838678058,0.992242363
51,0.825770452,0.864188058,0.837618854,0.95801785,0.798769148,0.882359219,0.882177161,0.994387755,0.754111134,0.81509112,0.784651641,0.940867048,0.722316544,0.841219451,0.840976232,0.992060771
52,0.833165992,0.864188058,0.837618854,0.964031087,0.798769148,0.882438729,0.882200164,0.994195688,0.76552505,0.81509112,0.784651641,0.949267954,0.722316544,0.841321766,0.841014795,0.991789504
53,0.833165992,0.864188058,0.829312666,0.965985515,0.798769148,0.882438729,0.881974325,0.994039081,0.76552505,0.81509112,0.771930628,0.952160302,0.722316544,0.841321766,0.840674861,0.991566296
54,0.833165992,0.864188058,0.856238171,0.955059812,0.798769148,0.882438729,0.882256688,0.994067364,0.76552505,0.81509112,0.807929957,0.936792126,0.722316544,0.841321766,0.84107856,0.991608428
55,0.833165992,0.864312138,0.856238171,0.949037152,0.798769148,0.882438729,0.882200164,0.994452238,0.76552505,0.815310882,0.807929957,0.928403116,0.722316544,0.841321766,0.841014795,0.992151574
56,0.833165992,0.881437978,0.855738421,0.949757731,0.798769148,0.88247848,0.882239932,0.994067364,0.76552505,0.840016404,0.807300047,0.929506952,0.722316544,0.841372921,0.841065962,0.991608428
57,0.833165992,0.864312138,0.846410868,0.946707444,0.798769148,0.88247848,0.882093586,0.994131905,0.76552505,0.815310882,0.795611736,0.925242566,0.722316544,0.841372921,0.840828333,0.991699278
58,0.835663413,0.864312138,0.840321866,0.947413034,0.798769148,0.88247848,0.882250436,0.994099448,0.770771284,0.815310882,0.788013208,0.92629609,0.722316544,0.841372921,0.841052594,0.9916537
59,0.831432691,0.864312138,0.845817567,0.952582007,0.798769148,0.88247848,0.882296446,0.994099448,0.764253703,0.815310882,0.79486976,0.933434097,0.722316544,0.841372921,0.84112972,0.9916537
60,0.831683168,0.864312138,0.845053854,0.961916462,0.798769148,0.88247848,0.882296446,0.994452238,0.764649676,0.815310882,0.793915174,0.946434474,0.722316544,0.841372921,0.84112972,0.992151574
61,0.831683168,0.864312138,0.845053854,0.960619713,0.798769148,0.88247848,0.882327832,0.994420177,0.764649676,0.815310882,0.793915174,0.944669994,0.722316544,0.841372921,0.841174585,0.992106321
62,0.83172147,0.864312138,0.845817567,0.96098177,0.798769148,0.88247848,0.882327832,0.994452238,0.764699969,0.815310882,0.79486976,0.945156308,0.722316544,0.841372921,0.841174585,0.992151574
63,0.83172147,0.864312138,0.845817567,0.966561433,0.798769148,0.88247848,0.882327832,0.994163238,0.764699969,0.815310882,0.79486976,0.952897731,0.722316544,0.841372921,0.841174585,0.99174393
64,0.83172147,0.864312138,0.845817567,0.969972702,0.798769148,0.88247848,0.882327832,0.993649679,0.764699969,0.815310882,0.79486976,0.957857716,0.722316544,0.841372921,0.841174585,0.991019412
65,0.83172147,0.864312138,0.846156671,0.971000326,0.798769148,0.88247848,0.882327832,0.993585857,0.764699969,0.815310882,0.795293797,0.959345656,0.722316544,0.841372921,0.841174585,0.990929155
66,0.831258191,0.864312138,0.834528726,0.9543111,0.798769148,0.88247848,0.882327832,0.994131156,0.763996582,0.815310882,0.778457485,0.935818521,0.722316544,0.841372921,0.841174585,0.99169866
67,0.831258191,0.864312138,0.834528726,0.950053828,0.798769148,0.88247848,0.882327832,0.994195688,0.763996582,0.815310882,0.778457485,0.930016576,0.722316544,0.841372921,0.841174585,0.991789504
68,0.831258191,0.864312138,0.834655366,0.951010709,0.798769148,0.882438729,0.882327832,0.994451884,0.763996582,0.815310882,0.778616275,0.931293201,0.722316544,0.841321766,0.841174585,0.992151281
69,0.831258191,0.864312138,0.834528726,0.954992374,0.798769148,0.882438729,0.882327832,0.993489085,0.763996582,0.815310882,0.778457485,0.936794504,0.722316544,0.841321766,0.841174585,0.990792912
70,0.833896061,0.864312138,0.856238171,0.963020429,0.798769148,0.88247848,0.882239932,0.994451884,0.768689419,0.815310882,0.807929957,0.947984412,0.722316544,0.841372921,0.841065962,0.992151281
71,0.833896061,0.881437978,0.856238171,0.958641876,0.798769148,0.88247848,0.882239932,0.994483946,0.768689419,0.840016404,0.807929957,0.941834203,0.722316544,0.841372921,0.841065962,0.992196534
72,0.832930263,0.881437978,0.856238171,0.955552659,0.798769148,0.88247848,0.882304819,0.99489568,0.7674264,0.840016404,0.807929957,0.937691442,0.722316544,0.841372921,0.841136016,0.992780637
73,0.832930263,0.881437978,0.868635218,0.951305254,0.798769148,0.882438729,0.882359219,0.994060544,0.7674264,0.840016404,0.823655259,0.931705359,0.722316544,0.841321766,0.841219451,0.991602799
74,0.832930263,0.881437978,0.868635218,0.955414828,0.798769148,0.882438729,0.882279697,0.994092665,0.7674264,0.840016404,0.823655259,0.937007456,0.722316544,0.841321766,0.841117127,0.991648101
75,0.832930263,0.881437978,0.864259119,0.954212219,0.798769148,0.882438729,0.882279697,0.994285349,0.7674264,0.840016404,0.818094549,0.935451973,0.722316544,0.841321766,0.841117127,0.991919877
76,0.832427416,0.881437978,0.85591352,0.959805583,0.798769148,0.882438729,0.882279697,0.994638412,0.766769154,0.840016404,0.805491813,0.943205673,0.722316544,0.841321766,0.841117127,0.992417975
77,0.832427416,0.881437978,0.85591352,0.960835676,0.798769148,0.882438729,0.882319459,0.994252874,0.766769154,0.840016404,0.805491813,0.944638331,0.722316544,0.841321766,0.84116829,0.991874282
78,0.832583675,0.881437978,0.85591352,0.959374698,0.798769148,0.882438729,0.882359219,0.994285349,0.766776549,0.840016404,0.805491813,0.942738105,0.722316544,0.841321766,0.841219451,0.991919877
79,0.832583675,0.864312138,0.855425116,0.958724263,0.798769148,0.882438729,0.882359219,0.994606326,0.766776549,0.815310882,0.804869386,0.94171201,0.722316544,0.841321766,0.841219451,0.992372701
80,0.828460234,0.864312138,0.855425116,0.955021525,0.798769148,0.882438729,0.882359219,0.994606326,0.761615382,0.815310882,0.804869386,0.936570713,0.722316544,0.841321766,0.841219451,0.992372701
81,0.828460234,0.881437978,0.855425116,0.954865691,0.798769148,0.882438729,0.882359219,0.994639096,0.761615382,0.840016404,0.804869386,0.936386023,0.722316544,0.841321766,0.841219451,0.992418539
82,0.828460234,0.881437978,0.869856115,0.955886612,0.798769148,0.882359219,0.882359219,0.994670496,0.761615382,0.840016404,0.825210077,0.937829968,0.722316544,0.841219451,0.841219451,0.992463246
83,0.828460234,0.881437978,0.855425116,0.957579638,0.798769148,0.882359219,0.882359219,0.994670496,0.761615382,0.840016404,0.804869386,0.940090815,0.722316544,0.841219451,0.841219451,0.992463246
84,0.828460234,0.881437978,0.855425116,0.959517547,0.798769148,0.882398976,0.882359219,0.994638754,0.761615382,0.840016404,0.804869386,0.942874301,0.722316544,0.84127061,0.841219451,0.992418257
85,0.829895187,0.881437978,0.870099978,0.954599492,0.798769148,0.882438729,0.882359219,0.994670496,0.763962308,0.840016404,0.825520818,0.935978135,0.722316544,0.841321766,0.841219451,0.992463246
86,0.829895187,0.881437978,0.870099978,0.975600272,0.798769148,0.882438729,0.882359219,0.994670156,0.763962308,0.840016404,0.825520818,0.965714213,0.722316544,0.841321766,0.841219451,0.992462965
87,0.829895187,0.881437978,0.870099978,0.970230526,0.798769148,0.88247848,0.882359219,0.994638412,0.763962308,0.840016404,0.825520818,0.95827852,0.722316544,0.841372921,0.841219451,0.992417975
88,0.829973298,0.881437978,0.870099978,0.971873169,0.798769148,0.882829719,0.882359219,0.994638412,0.764063965,0.840016404,0.825520818,0.960554133,0.722316544,0.841807159,0.841219451,0.992417975
89,0.829973298,0.881437978,0.856862174,0.974380621,0.798769148,0.883165785,0.882359219,0.994670156,0.764063965,0.840016404,0.808738669,0.964031794,0.722316544,0.842208764,0.841219451,0.992462965
90,0.829973298,0.881437978,0.849037705,0.971242256,0.798769148,0.883397245,0.882359219,0.994638412,0.764063965,0.840016404,0.796750825,0.959695892,0.722316544,0.842489185,0.841219451,0.992417975
91,0.829973298,0.864188058,0.849037705,0.969083608,0.798769148,0.883780332,0.882359219,0.994254341,0.764063965,0.81509112,0.796750825,0.956693781,0.722316544,0.842947502,0.841219451,0.991875493
92,0.829973298,0.864188058,0.849037705,0.970492444,0.798769148,0.883459982,0.882359219,0.994350282,0.764063965,0.81509112,0.796750825,0.958625711,0.722316544,0.842578879,0.841219451,0.992011051
93,0.829934243,0.881437978,0.870510025,0.968541966,0.798769148,0.883659852,0.882359219,0.994349561,0.764013138,0.840016404,0.825590993,0.955927187,0.722316544,0.842814302,0.841219451,0.992010455
94,0.829934243,0.881437978,0.872846596,0.969675232,0.798769148,0.883493078,0.882359219,0.994413764,0.764013138,0.840016404,0.82858061,0.957500868,0.722316544,0.842603805,0.841219451,0.992101027
95,0.829934243,0.881437978,0.872846596,0.968482871,0.798769148,0.883493078,0.882359219,0.994573544,0.764013138,0.840016404,0.82858061,0.955840749,0.722316544,0.842603805,0.841219451,0.992326855
96,0.829297579,0.881437978,0.872846596,0.968994778,0.798769148,0.8835079,0.882359219,0.994640464,0.763052016,0.840016404,0.82858061,0.95656397,0.722316544,0.842636189,0.841219451,0.992419669
97,0.829297579,0.881437978,0.872806392,0.952288721,0.798769148,0.8835079,0.882359219,0.994736003,0.763052016,0.840016404,0.828529123,0.932850967,0.722316544,0.842636189,0.841219451,0.992554893
98,0.829297579,0.881437978,0.875594833,0.955855856,0.798769148,0.883795196,0.882359219,0.994799477,0.763052016,0.840016404,0.83251952,0.937785786,0.722316544,0.842979909,0.841219451,0.992644863
